,Name of State / UT,Latitude,Longitude,Total Confirmed cases,Death,Cured/Discharged/Migrated,index,Date,coronaenquirycalls,cumulativepeopleinquarantine,negative,numcallsstatehelpline,numicubeds,numisolationbeds,numventilators,populationncp2019projection,positive,source1,state,tagpeopleinquarantine,tagtotaltested,testpositivityrate,testspermillion,testsperpositivecase,testsperthousand,totaln95masks,totalpeoplecurrentlyinquarantine,totalpeoplereleasedfromquarantine,totalppe,totaltested,unconfirmed,Active Cases
18,,,,,,,18,2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,,,,,,,19,2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,,,,,,,20,2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,,,,,,,21,2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,,,,,,,22,2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,,,,,,,23,2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,,,,,,,24,2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,,,,,,,25,2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,,,,,,,26,2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27,,,,,,,27,2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
28,,,,,,,28,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
29,,,,,,,29,2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
30,,,,,,,30,2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
31,,,,,,,31,2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32,,,,,,,32,2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
33,,,,,,,33,2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
34,,,,,,,34,2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
35,,,,,,,35,2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
36,,,,,,,36,2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
37,,,,,,,37,2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,,,,,,,38,2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
39,,,,,,,39,2020-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
40,,,,,,,40,2020-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
41,,,,,,,41,2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
42,,,,,,,42,2020-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
43,,,,,,,43,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
44,,,,,,,44,2020-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
45,,,,,,,45,2020-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
46,,,,,,,46,2020-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
47,,,,,,,47,2020-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
48,,,,,,,48,2020-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49,,,,,,,49,2020-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50,,,,,,,50,2020-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51,,,,,,,51,2020-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52,,,,,,,52,2020-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53,,,,,,,53,2020-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54,,,,,,,54,2020-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
55,,,,,,,55,2020-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56,,,,,,,56,2020-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
57,,,,,,,57,2020-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
58,,,,,,,58,2020-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
59,,,,,,,59,2020-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
60,,,,,,,60,2020-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
61,,,,,,,61,2020-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
62,,,,,,,62,2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
63,,,,,,,63,2020-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
64,,,,,,,64,2020-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
65,,,,,,,65,2020-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
66,,,,,,,66,2020-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
67,,,,,,,67,2020-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
68,,,,,,,68,2020-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
69,,,,,,,69,2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
70,,,,,,,70,2020-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
71,,,,,,,71,2020-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
72,,,,,,,72,2020-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
73,,,,,,,73,2020-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
74,,,,,,,74,2020-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
75,,,,,,,75,2020-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
76,,,,,,,76,2020-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
77,,,,,,,77,2020-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
78,,,,,,,78,2020-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
79,,,,,,,79,2020-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Telangana,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
80,,,,,,,80,2020-04-19,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,858.0,https://t.me/indiacovid/2688?single,Telangana,0.0,Samples Collected,5.73,402.0,17.0,0.4,0.0,0.0,0.0,0.0,14962.0,768.0,
81,,,,,,,81,2020-04-20,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,858.0,https://t.me/indiacovid/2688?single,Telangana,0.0,Samples Collected,5.73,402.0,17.0,0.4,0.0,0.0,0.0,0.0,14962.0,768.0,
82,,,,,,,82,2020-04-21,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,858.0,https://t.me/indiacovid/2688?single,Telangana,0.0,Samples Collected,5.73,402.0,17.0,0.4,0.0,0.0,0.0,0.0,14962.0,768.0,
83,,,,,,,83,2020-04-22,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,858.0,https://t.me/indiacovid/2688?single,Telangana,0.0,Samples Collected,5.73,402.0,17.0,0.4,0.0,0.0,0.0,0.0,14962.0,768.0,
84,,,,,,,84,2020-04-23,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,858.0,https://t.me/indiacovid/2688?single,Telangana,0.0,Samples Collected,5.73,402.0,17.0,0.4,0.0,0.0,0.0,0.0,14962.0,768.0,
85,,,,,,,85,2020-04-24,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,858.0,https://t.me/indiacovid/2688?single,Telangana,0.0,Samples Collected,5.73,402.0,17.0,0.4,0.0,0.0,0.0,0.0,14962.0,768.0,
86,,,,,,,86,2020-04-25,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,858.0,https://t.me/indiacovid/2688?single,Telangana,0.0,Samples Collected,5.73,402.0,17.0,0.4,0.0,0.0,0.0,0.0,14962.0,768.0,
87,,,,,,,87,2020-04-26,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,858.0,https://t.me/indiacovid/2688?single,Telangana,0.0,Samples Collected,5.73,402.0,17.0,0.4,0.0,0.0,0.0,0.0,14962.0,768.0,
88,,,,,,,88,2020-04-27,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,858.0,https://t.me/indiacovid/2688?single,Telangana,0.0,Samples Collected,5.73,402.0,17.0,0.4,0.0,0.0,0.0,0.0,14962.0,768.0,
89,,,,,,,89,2020-04-28,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1009.0,https://www.thehindu.com/news/national/telangana/accuracy-of-tests-more-in-telangana-eatala/article31456895.ece,Telangana,0.0,Tested,5.29,512.0,19.0,0.51,0.0,0.0,0.0,0.0,19063.0,768.0,
90,,,,,,,90,2020-04-29,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1016.0,http://124.124.103.93/COVID/home.htm,Telangana,0.0,Tested,5.27,518.0,19.0,0.52,0.0,0.0,0.0,0.0,19278.0,768.0,
91,,,,,,,91,2020-04-30,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1016.0,http://124.124.103.93/COVID/home.htm,Telangana,0.0,Tested,5.27,518.0,19.0,0.52,0.0,0.0,0.0,0.0,19278.0,768.0,
92,,,,,,,92,2020-05-01,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1016.0,http://124.124.103.93/COVID/home.htm,Telangana,0.0,Tested,5.27,518.0,19.0,0.52,0.0,0.0,0.0,0.0,19278.0,768.0,
93,,,,,,,93,2020-05-02,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1016.0,http://124.124.103.93/COVID/home.htm,Telangana,0.0,Tested,5.27,518.0,19.0,0.52,0.0,0.0,0.0,0.0,19278.0,768.0,
94,,,,,,,94,2020-05-03,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1016.0,http://124.124.103.93/COVID/home.htm,Telangana,0.0,Tested,5.27,518.0,19.0,0.52,0.0,0.0,0.0,0.0,19278.0,768.0,
95,,,,,,,95,2020-05-04,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1016.0,http://124.124.103.93/COVID/home.htm,Telangana,0.0,Tested,5.27,518.0,19.0,0.52,0.0,0.0,0.0,0.0,19278.0,768.0,
96,,,,,,,96,2020-05-05,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1016.0,http://124.124.103.93/COVID/home.htm,Telangana,0.0,Tested,5.27,518.0,19.0,0.52,0.0,0.0,0.0,0.0,19278.0,768.0,
97,,,,,,,97,2020-05-06,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1016.0,http://124.124.103.93/COVID/home.htm,Telangana,0.0,Tested,5.27,518.0,19.0,0.52,0.0,0.0,0.0,0.0,19278.0,768.0,
98,,,,,,,98,2020-05-07,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1016.0,http://124.124.103.93/COVID/home.htm,Telangana,0.0,Tested,5.27,518.0,19.0,0.52,0.0,0.0,0.0,0.0,19278.0,768.0,
99,,,,,,,99,2020-05-08,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1016.0,http://124.124.103.93/COVID/home.htm,Telangana,0.0,Tested,5.27,518.0,19.0,0.52,0.0,0.0,0.0,0.0,19278.0,768.0,
100,,,,,,,100,2020-05-09,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1016.0,http://124.124.103.93/COVID/home.htm,Telangana,0.0,Tested,5.27,518.0,19.0,0.52,0.0,0.0,0.0,0.0,19278.0,768.0,
101,,,,,,,101,2020-05-10,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1016.0,http://124.124.103.93/COVID/home.htm,Telangana,0.0,Tested,5.27,518.0,19.0,0.52,0.0,0.0,0.0,0.0,19278.0,768.0,
102,,,,,,,102,2020-05-11,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1016.0,http://124.124.103.93/COVID/home.htm,Telangana,0.0,Tested,5.27,518.0,19.0,0.52,0.0,0.0,0.0,0.0,19278.0,768.0,
103,,,,,,,103,2020-05-12,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1016.0,http://124.124.103.93/COVID/home.htm,Telangana,0.0,Tested,5.27,518.0,19.0,0.52,0.0,0.0,0.0,0.0,19278.0,768.0,
104,,,,,,,104,2020-05-13,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1016.0,http://124.124.103.93/COVID/home.htm,Telangana,0.0,Tested,5.27,518.0,19.0,0.52,0.0,0.0,0.0,0.0,19278.0,768.0,
105,,,,,,,105,2020-05-14,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1016.0,http://124.124.103.93/COVID/home.htm,Telangana,0.0,Tested,5.27,518.0,19.0,0.52,0.0,0.0,0.0,0.0,19278.0,768.0,
106,,,,,,,106,2020-05-15,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1016.0,http://124.124.103.93/COVID/home.htm,Telangana,0.0,Tested,5.27,518.0,19.0,0.52,0.0,0.0,0.0,0.0,19278.0,768.0,
107,,,,,,,107,2020-05-16,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
108,,,,,,,108,2020-05-17,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
109,,,,,,,109,2020-05-18,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
110,,,,,,,110,2020-05-19,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
111,,,,,,,111,2020-05-20,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
112,,,,,,,112,2020-05-21,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
113,,,,,,,113,2020-05-22,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
114,,,,,,,114,2020-05-23,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
115,,,,,,,115,2020-05-24,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
116,,,,,,,116,2020-05-25,0.0,0.0,14104.0,0.0,0.0,0.0,0.0,37220000.0,1551.0,https://t.me/Covid19india_Auxiliary_Test_Data/42,Telangana,0.0,Tested,6.63,628.0,15.0,0.63,0.0,0.0,0.0,0.0,23388.0,768.0,
