,Active Cases,Cured/Discharged/Migrated,Date,Death,Latitude,Longitude,Name of State / UT,Total Confirmed cases,coronaenquirycalls,cumulativepeopleinquarantine,index,negative,numcallsstatehelpline,numicubeds,numisolationbeds,numventilators,populationncp2019projection,positive,source1,state,tagpeopleinquarantine,tagtotaltested,testpositivityrate,testspermillion,testsperpositivecase,testsperthousand,totaln95masks,totalpeoplecurrentlyinquarantine,totalpeoplereleasedfromquarantine,totalppe,totaltested,unconfirmed
85,,,2020-02-12,,,,,,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,,,2020-02-13,,,,,,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,,,2020-02-14,,,,,,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,,,2020-02-15,,,,,,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,,,2020-02-16,,,,,,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,,,2020-02-17,,,,,,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,,,2020-02-18,,,,,,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,,,2020-02-19,,,,,,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,,,2020-02-20,,,,,,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,,,2020-02-21,,,,,,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,,,2020-02-22,,,,,,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,,,2020-02-23,,,,,,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,,,2020-02-24,,,,,,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,,,2020-02-25,,,,,,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,,,2020-02-26,,,,,,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,,,2020-02-27,,,,,,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,,,2020-02-28,,,,,,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,,,2020-02-29,,,,,,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,,,2020-03-01,,,,,,0.0,0.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,,,2020-03-02,,,,,,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,,,2020-03-03,,,,,,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,,,2020-03-04,,,,,,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,,,2020-03-05,,,,,,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,,,2020-03-06,,,,,,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,,,2020-03-07,,,,,,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,,,2020-03-08,,,,,,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,,,2020-03-09,,,,,,0.0,0.0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,,,2020-03-10,,,,,,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,,,2020-03-11,,,,,,0.0,0.0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,,,2020-03-12,,,,,,0.0,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,,,2020-03-13,,,,,,0.0,0.0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,,,2020-03-14,,,,,,0.0,0.0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,,,2020-03-15,,,,,,0.0,0.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,,,2020-03-16,,,,,,0.0,0.0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,,,2020-03-17,,,,,,0.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,,,2020-03-18,,,,,,0.0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,,,2020-03-19,,,,,,0.0,0.0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,,,2020-03-20,,,,,,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,,,2020-03-21,,,,,,0.0,0.0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,,,2020-03-22,,,,,,0.0,0.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,,,2020-03-23,,,,,,0.0,0.0,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,,,2020-03-24,,,,,,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,,,2020-03-25,,,,,,0.0,0.0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,2020-03-26,0.0,11.7401,92.6586,Andaman and Nicobar Islands,1.0,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,2020-03-27,0.0,11.7401,92.6586,Andaman and Nicobar Islands,1.0,0.0,0.0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6.0,0.0,2020-03-28,0.0,11.7401,92.6586,Andaman and Nicobar Islands,6.0,0.0,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9.0,0.0,2020-03-29,0.0,11.7401,92.6586,Andaman and Nicobar Islands,9.0,0.0,0.0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,9.0,0.0,2020-03-30,0.0,11.7401,92.6586,Andaman and Nicobar Islands,9.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,10.0,0.0,2020-03-31,0.0,11.7401,92.6586,Andaman and Nicobar Islands,10.0,0.0,0.0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,9.0,1.0,2020-04-01,0.0,11.7401,92.6586,Andaman and Nicobar Islands,10.0,0.0,0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,10.0,0.0,2020-04-02,0.0,11.7401,92.6586,Andaman and Nicobar Islands,10.0,0.0,0.0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,10.0,0.0,2020-04-03,0.0,11.7401,92.6586,Andaman and Nicobar Islands,10.0,0.0,0.0,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,10.0,0.0,2020-04-04,0.0,11.7401,92.6586,Andaman and Nicobar Islands,10.0,0.0,0.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10.0,0.0,2020-04-05,0.0,11.7401,92.6586,Andaman and Nicobar Islands,10.0,0.0,0.0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,10.0,0.0,2020-04-06,0.0,11.7401,92.6586,Andaman and Nicobar Islands,10.0,0.0,0.0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,10.0,0.0,2020-04-07,0.0,11.7401,92.6586,Andaman and Nicobar Islands,10.0,0.0,0.0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,10.0,0.0,2020-04-08,0.0,11.7401,92.6586,Andaman and Nicobar Islands,10.0,0.0,0.0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,11.0,0.0,2020-04-09,0.0,11.7401,92.6586,Andaman and Nicobar Islands,11.0,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,11.0,0.0,2020-04-10,0.0,11.7401,92.6586,Andaman and Nicobar Islands,11.0,0.0,0.0,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,11.0,0.0,2020-04-11,0.0,11.7401,92.6586,Andaman and Nicobar Islands,11.0,0.0,0.0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1.0,10.0,2020-04-12,0.0,11.7401,92.6586,Andaman and Nicobar Islands,11.0,0.0,0.0,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1.0,10.0,2020-04-13,0.0,11.7401,92.6586,Andaman and Nicobar Islands,11.0,0.0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1.0,10.0,2020-04-14,0.0,11.7401,92.6586,Andaman and Nicobar Islands,11.0,0.0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1.0,10.0,2020-04-15,0.0,11.7401,92.6586,Andaman and Nicobar Islands,11.0,0.0,0.0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1.0,10.0,2020-04-16,0.0,11.7401,92.6586,Andaman and Nicobar Islands,11.0,0.0,0.0,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Andaman and Nicobar Islands,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1.0,10.0,2020-04-17,0.0,11.7401,92.6586,Andaman and Nicobar Islands,11.0,0.0,0.0,78,1210.0,0.0,0.0,50.0,0.0,397000.0,12.0,https://t.me/indiacovid/2550,Andaman and Nicobar Islands,0,Samples Sent,0.86,3534.0,117.0,3.53,0.0,0.0,0.0,0.0,1403.0,181.0
23,1.0,11.0,2020-04-18,0.0,11.7401,92.6586,Andaman and Nicobar Islands,12.0,0.0,0.0,79,1210.0,0.0,0.0,50.0,0.0,397000.0,12.0,https://t.me/indiacovid/2550,Andaman and Nicobar Islands,0,Samples Sent,0.86,3534.0,117.0,3.53,0.0,0.0,0.0,0.0,1403.0,181.0
24,3.0,11.0,2020-04-19,0.0,11.7401,92.6586,Andaman and Nicobar Islands,14.0,0.0,0.0,80,1210.0,0.0,0.0,50.0,0.0,397000.0,12.0,https://t.me/indiacovid/2550,Andaman and Nicobar Islands,0,Samples Sent,0.86,3534.0,117.0,3.53,0.0,0.0,0.0,0.0,1403.0,181.0
25,4.0,11.0,2020-04-20,0.0,11.7401,92.6586,Andaman and Nicobar Islands,15.0,0.0,0.0,81,1210.0,0.0,0.0,50.0,0.0,397000.0,12.0,https://t.me/indiacovid/2550,Andaman and Nicobar Islands,0,Samples Sent,0.86,3534.0,117.0,3.53,0.0,0.0,0.0,0.0,1403.0,181.0
26,5.0,11.0,2020-04-21,0.0,11.7401,92.6586,Andaman and Nicobar Islands,16.0,0.0,0.0,82,1210.0,0.0,0.0,50.0,0.0,397000.0,12.0,https://t.me/indiacovid/2550,Andaman and Nicobar Islands,0,Samples Sent,0.86,3534.0,117.0,3.53,0.0,0.0,0.0,0.0,1403.0,181.0
27,5.0,11.0,2020-04-22,0.0,11.7401,92.6586,Andaman and Nicobar Islands,16.0,0.0,0.0,83,1210.0,0.0,0.0,50.0,0.0,397000.0,12.0,https://t.me/indiacovid/2550,Andaman and Nicobar Islands,0,Samples Sent,0.86,3534.0,117.0,3.53,0.0,0.0,0.0,0.0,1403.0,181.0
28,7.0,11.0,2020-04-23,0.0,11.7401,92.6586,Andaman and Nicobar Islands,18.0,0.0,0.0,84,1210.0,0.0,0.0,50.0,0.0,397000.0,12.0,https://t.me/indiacovid/2550,Andaman and Nicobar Islands,0,Samples Sent,0.86,3534.0,117.0,3.53,0.0,0.0,0.0,0.0,1403.0,181.0
29,11.0,11.0,2020-04-24,0.0,11.7401,92.6586,Andaman and Nicobar Islands,22.0,0.0,0.0,85,1210.0,280.0,0.0,50.0,0.0,397000.0,27.0,https://t.me/indiacovid/3147?single,Andaman and Nicobar Islands,Institutional,Samples Sent,1.01,6748.0,99.0,6.75,0.0,614.0,347.0,0.0,2679.0,246.0
30,16.0,11.0,2020-04-25,0.0,11.7401,92.6586,Andaman and Nicobar Islands,27.0,0.0,0.0,86,1210.0,280.0,0.0,50.0,0.0,397000.0,27.0,https://t.me/indiacovid/3147?single,Andaman and Nicobar Islands,Institutional,Samples Sent,1.01,6748.0,99.0,6.75,0.0,614.0,347.0,0.0,2679.0,246.0
31,22.0,11.0,2020-04-26,0.0,11.7401,92.6586,Andaman and Nicobar Islands,33.0,0.0,0.0,87,1210.0,280.0,0.0,50.0,0.0,397000.0,27.0,https://t.me/indiacovid/3147?single,Andaman and Nicobar Islands,Institutional,Samples Sent,1.01,6748.0,99.0,6.75,0.0,614.0,347.0,0.0,2679.0,246.0
32,22.0,11.0,2020-04-27,0.0,11.7401,92.6586,Andaman and Nicobar Islands,33.0,0.0,0.0,88,1210.0,298.0,0.0,50.0,0.0,397000.0,33.0,https://t.me/indiacovid/3365?single,Andaman and Nicobar Islands,Institutional,Samples Sent,1.16,7174.0,86.0,7.17,0.0,724.0,420.0,0.0,2848.0,106.0
33,22.0,11.0,2020-04-28,0.0,11.7401,92.6586,Andaman and Nicobar Islands,33.0,0.0,0.0,89,1210.0,298.0,0.0,50.0,0.0,397000.0,33.0,https://t.me/indiacovid/3365?single,Andaman and Nicobar Islands,Institutional,Samples Sent,1.16,7174.0,86.0,7.17,0.0,724.0,420.0,0.0,2848.0,106.0
34,18.0,15.0,2020-04-29,0.0,11.7401,92.6586,Andaman and Nicobar Islands,33.0,0.0,0.0,90,1210.0,298.0,0.0,50.0,0.0,397000.0,33.0,https://t.me/indiacovid/3365?single,Andaman and Nicobar Islands,Institutional,Samples Sent,1.16,7174.0,86.0,7.17,0.0,724.0,420.0,0.0,2848.0,106.0
35,18.0,15.0,2020-04-30,0.0,11.7401,92.6586,Andaman and Nicobar Islands,33.0,0.0,0.0,91,1210.0,298.0,0.0,50.0,0.0,397000.0,33.0,https://t.me/indiacovid/3365?single,Andaman and Nicobar Islands,Institutional,Samples Sent,1.16,7174.0,86.0,7.17,0.0,724.0,420.0,0.0,2848.0,106.0
36,17.0,16.0,2020-05-01,0.0,11.7401,92.6586,Andaman and Nicobar Islands,33.0,0.0,0.0,92,1210.0,340.0,0.0,50.0,0.0,397000.0,33.0,https://t.me/indiacovid/3781,Andaman and Nicobar Islands,Institutional,Samples Sent,0.88,9456.0,114.0,9.46,0.0,643.0,556.0,0.0,3754.0,199.0
37,17.0,16.0,2020-05-02,0.0,11.7401,92.6586,Andaman and Nicobar Islands,33.0,0.0,0.0,93,1210.0,340.0,0.0,50.0,0.0,397000.0,33.0,https://t.me/indiacovid/3781,Andaman and Nicobar Islands,Institutional,Samples Sent,0.88,9456.0,114.0,9.46,0.0,643.0,556.0,0.0,3754.0,199.0
38,17.0,16.0,2020-05-03,0.0,11.7401,92.6586,Andaman and Nicobar Islands,33.0,0.0,0.0,94,1210.0,340.0,0.0,50.0,0.0,397000.0,33.0,https://t.me/indiacovid/3781,Andaman and Nicobar Islands,Institutional,Samples Sent,0.88,9456.0,114.0,9.46,0.0,643.0,556.0,0.0,3754.0,199.0
39,1.0,32.0,2020-05-04,0.0,11.7401,92.6586,Andaman and Nicobar Islands,33.0,0.0,0.0,95,1210.0,340.0,0.0,50.0,0.0,397000.0,33.0,https://t.me/indiacovid/3781,Andaman and Nicobar Islands,Institutional,Samples Sent,0.88,9456.0,114.0,9.46,0.0,643.0,556.0,0.0,3754.0,199.0
40,1.0,32.0,2020-05-05,0.0,11.7401,92.6586,Andaman and Nicobar Islands,33.0,0.0,0.0,96,1210.0,340.0,0.0,50.0,0.0,397000.0,33.0,https://t.me/indiacovid/3781,Andaman and Nicobar Islands,Institutional,Samples Sent,0.88,9456.0,114.0,9.46,0.0,643.0,556.0,0.0,3754.0,199.0
41,1.0,32.0,2020-05-06,0.0,11.7401,92.6586,Andaman and Nicobar Islands,33.0,0.0,0.0,97,1210.0,340.0,0.0,50.0,0.0,397000.0,33.0,https://t.me/indiacovid/3781,Andaman and Nicobar Islands,Institutional,Samples Sent,0.88,9456.0,114.0,9.46,0.0,643.0,556.0,0.0,3754.0,199.0
42,1.0,32.0,2020-05-07,0.0,11.7401,92.6586,Andaman and Nicobar Islands,33.0,0.0,0.0,98,1210.0,340.0,0.0,50.0,0.0,397000.0,33.0,https://t.me/indiacovid/3781,Andaman and Nicobar Islands,Institutional,Samples Sent,0.88,9456.0,114.0,9.46,0.0,643.0,556.0,0.0,3754.0,199.0
43,0.0,33.0,2020-05-08,0.0,11.7401,92.6586,Andaman and Nicobar Islands,33.0,0.0,0.0,99,1210.0,340.0,0.0,50.0,0.0,397000.0,33.0,https://t.me/indiacovid/3781,Andaman and Nicobar Islands,Institutional,Samples Sent,0.88,9456.0,114.0,9.46,0.0,643.0,556.0,0.0,3754.0,199.0
